title,description,category,subCategory,url,isPaid,price,avgRating,numSubscribers
Amazon - FBA - Create a Business Selling Books On Amazon,Amazon FBA Mastery: A Beginners Guide to Selling Used Books on Amazon and Work From Home,Business,Home Business,/sell-books-on-amazon-work-from-home-with-amazon-fba/,true,"₹12,480",4.15385,14122
Become the Leader on Effective Workplace Communication,Learn the fundamental structuring method taught in top MBA programs.,Business,Communications,/communication-fundamentals-1-structure/,true,"₹1,920",4.21127,1351
Advanced Close Combat Training: Scientific Self Defense,"How To ""Download"" the world's deadliest self defense moves directly into your brain.",Health & Fitness,Self Defense,/scientificselfdefense/,true,"₹12,480",4.47917,6579
The Trailer Music Course: Write epic music for film trailers,Master the art of film trailer music | Learn from a multi award winning trailer composer | Music production course,Music,Production,/the-trailer-music-course/,true,"₹12,800",4.47297,1203
Nginx 2019 - Beginner to Advanced,Beginners Guide to master the HTTP Protocol and NGINX,IT & Software,Network & Security,/nginx-beginner-to-advanced/,true,"₹2,240",4.52381,1875
Amazon Affiliate Marketing + FREE Software,Step By Step Strategy For Amazon Affiliate Marketers,Business,Strategy,/amazon-affiliate-website-strategy/,true,"₹12,480",3.75,8698
"Sounds True Presents: Body and Mind are One, Part 1",An In-Depth Training in Mindfulness and Compassion with Renowned Zen Master Thich Nhat Hanh,Personal Development,Personal Transformation,/body-and-mind-are-one-by-thich-nhat-hanh-part-1/,true,"₹12,800",4.45,1626
Law of Attraction: Law of Attraction and your Perfect Life,Take control - Law of Attraction - NLP coach teaches the Mastery of the LOA in one of the top law of attraction courses,Personal Development,Personal Transformation,/law-of-attraction-nlp-attract-your-perfect-life/,true,"₹9,280",3.85,3799
"Web Accessibility: Learn Best Practices, Tools & Techniques",Learn simple steps to ensure you aren’t alienating large groups of users due to poor accessibility.,Design,User Experience,/website-accessibility-course/,true,"₹11,200",3.82353,1486
C# Anti-Patterns: A List Of Programming Practices To Avoid,"This course will teach you many bad programming practices that every professional developer must know, but never use",Development,Programming Languages,/csharp-anti-patterns-and-bad-programming-practices/,true,"₹5,760",4,2207
Airbnb Entrepreneur : Become the Best Listing in Town!,Learn how to be a productive and efficient Airbnb host and how to become the best renting option in your area,Business,Real Estate,/airbnb-success/,true,"₹12,480",4.51639,1126
Vagrant Quick Start: Virtualized Development Environments,"An introduction to setting up and managing development server virtual machines using Vagrant, Virtual Box, and Linux",Development,Software Engineering,/vagrant-quick-start/,true,"₹1,280",4.30263,23675
Mastering Puppet the devops way by School of DevOps®,The most comprehensive Puppet course. Learn to write Infrastructure as a Code and manage it at scale with Puppet,IT & Software,Other,/mastering-puppet-the-devops-way/,true,"₹6,080",3.94872,1315
Supply Chain:  Planning of Resources & Detailed Scheduling,"Master the essentials of the Manufacturing, Planning and Control Hierarchy and become a recognized Supply Chain Leader",Business,Operations,/supply-chain-planning-of-resources-detailed-scheduling/,true,"₹4,480",4.6478,785
C++ Development Tutorial Series - The Complete Coding Guide,"Learn how to use C++, a language that is supported on all major platforms and powers millions of applications.",Development,Programming Languages,/cpp-course/,true,"₹6,400",4.20513,29640
Photoshop CC for Beginners - A Comprehensive Crash Course,"Learn how to use Adobe's powerful image editing software, Photoshop CC from a professional Web & graphic designer. ",Design,Graphic Design,/photoshop-cc-for-beginners-a-comprehensive-crash-course/,true,"₹12,800",3.95,6110
Learn and Earn with HTML & CSS,Learn HTML & CSS step by step and start earning with these skills,Development,Web Development,/learn-and-earn-with-html-css/,true,"₹1,280",4,9347
CCNP TSHOOT 300-135 2017 Video Boot Camp with Chris Bryant,Get My CCNA Security Video Boot Camp FREE My CCNP TSHOOT 300-135 Video Boot Camp!,IT & Software,IT Certification,/ccnp-tshoot-instant-boot-camp/,true,"₹1,280",4.47619,2344
Understanding Macroeconomics for University and Business,"Explaining the economics of fiscal policy, money creation, and monetary policy",Teaching & Academics,Social Science,/understanding-macroeconomics-for-university-and-business/,true,"₹1,600",4.51389,1375
Learn Unit Testing with NUnit and C#,Learn unit testing and related concepts like mocking that you'll need to build reliable software + TDD Introduction,Development,Software Engineering,/unit-testing/,true,"₹2,560",4.12963,1324
Portrait Photography Masterclass - Photoshop Pro Techniques,Master your editing skills and improve your photos with best Photoshop techniques,Photography,Portraits,/portrait-photography-masterclass/,true,"₹4,480",4.18182,6712
Deep Learning with TensorFlow,Channel the power of deep learning with Google's TensorFlow!,Development,Databases,/deep-learning-with-tensorflow/,true,"₹8,320",3.8,1971
Adobe After Effects: Advanced Shape Layers,"Animate shape layers to create hip, professional, and powerful motion graphics in After Effects. Start learning today!",Design,3D & Animation,/after-effects-tutorials-advanced-shape-layers/,true,"₹6,400",3.8,23242
Subnetting - Become a Subnet Master!,Easy IPv4 Subnetting for CCNA and Industry! You will become a Subnet Master Quickly!,IT & Software,IT Certification,/subnetting-become-a-master/,true,"₹2,560",4.36207,1106
Makeup: Effortless Makeup for Real Women,"A comprehensive guide on creating flawless looking makeup for every day, occasion, budget and time limits. ",Lifestyle,Beauty & Makeup,/makeup-effortless-makeup-for-real-women/,true,"₹3,840",4.4,1914
How to Use Lighting Design to Transform your Home,Learn How to Use Lighting in your Interior Design Like a Pro,Design,Interior Design,/lighting-design-to-transform-your-home/,true,"₹9,600",4.33824,1839
How To Learn Illustrator by Designing Awesome Logos,Logo design in Illustrator. Fundamentals of logo design in Illustrator Logo design form scratch Logo design basics,Design,Graphic Design,/designing-logos-learning-illustrator/,true,"₹12,480",4.69444,3727
Facilitate Innovation and Manage Change Effectively,Innovation and Change Management,Personal Development,Leadership,/facilitate-innovation-and-manage-change-effectively/,true,"₹5,120",4.1125,368
Learn Modern JavaScript: Advanced Topics,Includes multiple Think Like a Programmer sections to help apply the advanced nuances of JavaScript.,Development,Programming Languages,/learn-modern-javascript-advanced-topics/,true,"₹4,160",4.42647,1463
PHP CodeIgniter - Learn CodeIgniter,"Learn CodeIgniter by building an Application! Built with AJAX/jQuery calls, and styled with twitter bootstrap!",Development,Programming Languages,/php-codeigniter/,true,"₹12,800",4.05,2612
YouTube Keywords Bootcamp Learn about YouTube Video SEO,"Learn where to get Keywords, become a Keyword Ninja.  Keywords are the foundation to build a successful SEO strategy on!",Marketing,Video & Mobile Marketing,/youtube-seo-keywords-bootcamp-secrets-to-youtube-video-marketing/,true,"₹12,800",4.25,23486
How To Create High-Quality Blog Content That Gets Shared ,Step-By-Step Guide To Create Blog Content That Gets Shared On Social Media,Marketing,Content Marketing,/how-to-create-high-quality-blog-content-that-gets-shared/,true,"₹12,800",3.65,6783
Azure - SQL,"In this course, students will get an overview of Azure SQL and also learn how to provision Azure SQL",IT & Software,Network & Security,/azure-sql/,true,"₹2,560",4.33333,864
Merch By Amazon - Proven Strategies Of A Top Merch Seller,Build a passive business using this top seller's proven strategies for Amazon's print-on-demand t-shirt business!,Business,Home Business,/merch-by-amazon-t-shirt-business/,true,"₹8,960",3.85,1921
The Ultimate Beginner's Guide to Outdoor Photography - 2018,"Shoot and edit beautiful urban and nature photos. Capture street photos, cityscapes, sunsets, portraits, and more!",Photography,Digital Photography,/joshkatz/,true,"₹12,800",4.3587,1606
Build your own Manageable Puppet Infrastructure,"Build your own production-ready Puppet Master and a workflow with code-review. Includes Hiera, Roles&Profiles, R10K etc.",IT & Software,Other,/manageable-puppet-infrastructure/,true,"₹4,800",4.75,1792
Advanced Revit Architecture 2016 Training,Go Beyond the Basics with Project-Based Building Information Modeling for Architects,Design,Architectural Design,/advanced-revit-architecture-2016-training/,true,"₹3,200",4.31429,1584
"Python REST APIs with Flask, Docker, MongoDB, and AWS DevOps","Learn Python coding with RESTful API's using the Flask framework. Understand how to use MongoDB, Docker and Tensor flow.",Development,Web Development,/python-rest-apis-with-flask-docker-mongodb-and-aws-devops/,true,"₹6,400",4.33465,2228
Crystal Energy Basics,Tap Into the Power of Crystals to Enhance Your Life! Learn how to access the energy of crystals in a practical way!,Personal Development,Personal Transformation,/crystal-energy-basics/,true,"₹6,080",4.33333,1229
Agile Retrospective: Continuous Improvement+Kaizen wth Scrum,Learn continuous improvement and kaizen to improve your team or business with agile retrospectives and scrum,Development,Software Engineering,/agile-retrospectives-kaizen-lean/,true,"₹12,480",4.00926,12466
React for Absolute Beginners,The complete guide to professional app development in React.,Development,Web Development,/react-guide-for-beginners/,true,"₹6,400",3.88333,15136
Rapid Website Design with Bootstrap,Learn how to use Bootstrap to apply classes to HTML pages for styling.  Make responsive websites from scratch quickly,Development,Web Development,/responsive-website-design/,true,"₹12,800",4.15,30932
Value Investing: How to Invest Wisely Like Warren Buffett,Value Investing Made Simple - Proven & Concise Investment Guide for Beginners to Start Investing in The Stock Market,Personal Development,Personal Finance,/how-to-play-the-stock-market/,true,"₹12,800",4.55405,3692
The Complete HTML5 Course : From Beginning to Advanced !,"Master yourself in HTML5: Interactive way, step by steps process from beginning to advanced",Development,Web Development,/interactive-html-course/,true,"₹2,880",3.90909,7327
Crystal Reports for SAP Business One Mastery Training Course,Learn how to easily create and modify SAP Business One reports and layouts using Crystal Reports.,Business,Data & Analytics,/crystal-reports-for-sap-business-one/,true,"₹3,200",4.53448,1234
Branding your Business,"Define, Create and Communicate your Branding Profile",Marketing,Branding,/branding-your-business/,true,"₹4,160",4.55,4527
Social Media Marketing Masterclass - 7 Courses in 1,"Master Social Media Marketing & Ads - On Facebook, Youtube, Instagram, Pinterest, LinkedIn, Quora & Twitter",Marketing,Social Media Marketing,/marketing-social-media/,true,"₹12,800",4.47403,1163
"Intro to Investment Banking, M&A, IPO, Modeling + Free Book","Award Winning Business School Prof, Ivy League MBA that Worked at Goldman. Currently a Venture Capitalist @ Top a VC.",Business,Finance,/investment-banking-mergers-ipo-financial-model-business-mba-pro-forma/,true,"₹3,840",3.9375,3061
Getting Started With SharePoint Online,"This course will provide you instructions on using SharePoint Online, including Team Sites and OneDrive for Business.",Office Productivity,Microsoft,/gs-sp-online/,true,"₹2,560",4.32609,1091
An Introduction to Neuro Linguistic Programming (NLP),"A complete introductory course in the Main Principles, Practices & Presuppositions of NLP | Neuro Linguistic Programming",Personal Development,Personal Transformation,/draft/1144268/,true,"₹12,800",4.13793,2233
Automation Testing using Selenium & Katalon Studio,"Learn to automate web application with Katalon Studio , which is as simple as using the excel file",IT & Software,IT Certification,/automation-testing-using-selenium-katalon-studio/,true,"₹2,880",4.47436,4701
Life Coach Certification - Therapeutic Model Level 2,"Integrative Wellness life coaching certification:  CBT, Therapy Art, NLP, REBT, Counselling, Life Purpose",Personal Development,Personal Transformation,/life-coach-certification/,true,"₹12,800",4.125,1876
Short Selling: Learn To Sell Stocks Before The Fall,"How To Become A Professional Short Seller - Trading Stocks, Forex Or Commodities",Business,Finance,/short-selling-learn-to-sell-before-the-fall/,true,"₹4,800",4.02632,3184
The Complete Instagram Marketing Growth Course,How to Leverage Instagram Algorithm Updates to Skyrocket your Page & Followers,Marketing,Social Media Marketing,/instagram-marketing-2018-j/,true,"₹12,800",3.36364,13829
Web Design with WordPress: Everything from Beginning to End,"Create WordPress Websites and Blogs: Especially for Beginners, Freelancers, and Graphic Designers Who Don't Want to Code",Design,Web Design,/web-design-with-wordpress/,true,"₹1,600",4.38506,10958
Time Management Skills: Become the Master of your Time!,Learn to manage your time efficiently! Learn how to handle distractions and how to structure your day.,Personal Development,Productivity,/time-management-skills-lecturio/,true,"₹3,200",4.42188,1003
Femininity: Get In Touch With Your Feminine Side,The Art of Radiating Feminine Presence,Personal Development,Personal Transformation,/femininity-get-in-touch-with-your-feminine-side/,true,"₹1,600",3.9,4285
Sound like a Pro: The Basics of FL Studio & EDM Production,Learn how to use FL Studio as a Digital Audio Workstation (DAW) and how to produce Electronic Dance Music (EDM),Music,Production,/the-basics-of-fl-studio-and-dance-music-production/,true,"₹1,600",4.19492,1828
How to Draw Anime People and bodies,Learn how to draw amazing anime or manga bodies. Master the unique style of manga and anime with this course. ,Lifestyle,Arts & Crafts,/how-to-draw-anime-people-and-bodies/,true,"₹4,160",4.59375,3462
Remember Names & Faces  with Art of Memorising,"Learn how to remember names with faces , their designation, companies etc by applying Art of Memorising",Personal Development,Memory & Study Skills,/remember-names-faces-with-art-of-memorising/,true,"₹12,800",4.27273,3505
The Amazon FBA Private Label Masterclass,Start an Amazon FBA Business from Scratch on a Tight Budget without any Experience Today & Learn to Master Amazon FBA,Personal Development,Personal Finance,/fba-amazon-masterclass/,true,"₹12,800",4.64414,1080
SAP HANA Online Training Certification Course - 2018,Want to become SAP HANA certified and switch career to SAP? Prepare for SAP HANA certification exam by doing this course,IT & Software,IT Certification,/sap-hana-online-training-course/,true,"₹12,800",3.66279,1349
Udemy Course Creation for Passive Income 2018 (Unofficial),"Udemy course creation for earning in your sleep, even without Udemy teaching experience. Practical & honest (unofficial)",Teaching & Academics,Online Education,/udemy-masterclass-passive-income/,true,"₹12,800",4.6338,826
Xamarin iOS - A Master Guide to App Development in C#,"Complete Xamarin.iOS Reference for Building iOS Apps in C#. Web Calls, Images, Controls, Animations and Much More!",Development,Mobile Apps,/xamarin-ios-the-master-guide/,true,"₹1,600",4.35,1236
Ruby On Rails For Web Development,Watch over my shoulder as I build a Pinterest-style website. I'll walk you through it step by step quickly and easily!,Development,Web Development,/ruby-on-rails-for-web-development/,true,"₹12,480",3.75,2768
Chess: From Beginner to Advanced at Warp Speed,Learn everything you need to know to beat strong chess players,Lifestyle,Gaming,/chess-from-beginner-to-advanced-at-warp-speed/,true,"₹12,480",4,2032
Cold Calling for B2B Sales: How to Prospect over the Phone,"B2B Sales Skill #6: How to Cold Call over the Phone with Purpose, Navigate through Gatekeepers and Set Client Meetings",Business,Sales,/cold-calling-how-to-prospect-over-the-phone/,true,"₹12,800",4.33721,1004
Introduction to bookkeeping and Accounting,"Introduction to Bookkeeping and Accounting, Assets, liabilities, I&E and the Accounting equation",Business,Finance,/introduction-to-bookkeeping-and-accounting/,true,"₹2,240",4.25,2911
Writing That Moves: Write Novels That Keep Pages Turning,"Write novels with compelling plots. This writing course, on fiction writing, shows how to plot books that hook readers",Business,Communications,/writing-fiction-novels-write-novel-plots/,true,"₹11,840",4.57895,2573
Develop Daily Self-Discipline,​Everyday Habits and Exercises to Build Self-Discipline and Achieve Your Goals,Personal Development,Personal Transformation,/develop-daily-self-discipline/,true,"₹2,240",4.28571,2061
Web Server IIS Mastery Course - Updated Monthly,Go from to Novice to Expert in Managing and Configuring Web server IIS under Windows Server,IT & Software,Operating Systems,/mastering-web-server-iis-85-from-scratch/,true,"₹12,800",4.29054,1146
Understand Core Finance Principles in 60 Minutes,This course takes a practical approach to how finance theory is applied in the business world.,Business,Finance,/core-finance-principles-in-60-minutes/,true,"₹4,800",4.22807,1470
Master Iron Condors - Double the credit for half the risk,"The Iron Condor is one of the most popular Options strategies, and it is the undisputed ""King of Time Decay strategies"".",Business,Finance,/iron-condor-options-trading-strategy/,true,"₹3,840",4.40476,1999
College Mandarin Chinese Course on Your Own--Beginning Level,Learn One Year's College Chinese Curriculum in Just Two Months and Save Ten Thousand  Dollars of Tuition,Teaching & Academics,Language,/college-mandarin-chinese-course-on-your-own-beginning-level/,true,"₹1,600",4.25926,3160
Google Analytics: A Beginner's Guide,Get past the dashboard and find actionable data with confidence.,Marketing,Digital Marketing,/google-analytics-1/,true,"₹1,920",4.45,1625
Facebook Marketing: How To Improve Your Fan Page Performance,Quick and easy way to reach more people with Facebook Page Insights.,Marketing,Social Media Marketing,/facebook-marketing-how-to-improve-your-fan-page-performance/,true,"₹12,800",3.8,12621
Selenium Webdriver with Java Language,This course will help you in learning advanced techniques for testing web applications with Webdriver (Selenium 2.0).,IT & Software,Other,/test-automation-with-selenium-webdriver/,true,"₹2,240",4.45,1136
Learn the Secrets of Probate Real Estate Investing,Everything you need to know to succeed in the probate real estate investing niche!,Business,Real Estate,/probate-real-estate-marketing-complete-course/,true,"₹12,480",4.07143,2964
A to Z Ethical Hacking Course,"Learn ethical hacking a,b,c,d....",IT & Software,Network & Security,/a-to-z-ethical-hacking-course/,true,"₹12,800",4.36364,15577
Career Coach Certificate: Complete Coaching System,Succeed as a Career Coach Using our Career Development Career Planning for Best Career Changes Coaching System,Personal Development,Career Development,/career-development-career-planning-for-best-career-changes/,true,"₹12,480",4.03125,2998
Make a Living as a Smart Home Automation & IoT Installer,Takes you from zero to launch of your new smart home automation & Internet of Things (IoT) installation business.,Business,Entrepreneurship,/make-a-living-as-a-smart-home-installer/,true,"₹12,800",3.80357,2071
Apache Kafka Series - Kafka Security (SSL SASL Kerberos ACL),"Hands-On Course - Kafka Security Setup in AWS with SSL Encryption & Authentication, SASL Kerberos, ACL in Zookeeper",IT & Software,Network & Security,/apache-kafka-security/,true,"₹6,400",4.50543,2318
HTML5 Game from scratch step by step learning JavaScript,Learn how to create HTML5 and JavaScript games from scratch Step by step tutorials with real HTML5 code examples,Development,Game Development,/html5-game-from-scratch-step-by-step-learning-javascript/,true,"₹7,680",4.08333,38913
Fast Track Retail Buying and Merchandising,"The essentials of merchandise management, buying, range planning, product development and many more",Business,Industry,/fast-track-retail-buying-and-merchandising/,true,"₹4,800",3.66667,1204
The Complete TOEFL iBT Success Course,"Get 100+ for TOEFL iBT with this complete preparation course - Reading, Listening, Speaking & Writing Success.",Teaching & Academics,Test Prep,/the-complete-toefl-ibt-success-course/,true,"₹12,800",4.41395,1253
One Month Project Management,Learn Project Management in Under One Month,Business,Project Management,/one-month-project-management/,true,"₹6,400",4.3125,4401
Become a Aura Reader,Create Better Relationship with Yourself & Others,Personal Development,Personal Transformation,/become-a-aura-reader/,true,"₹1,280",4.3,1343
The Common Sense Approach to Learning PMP Project Management,Learn the PMBOK 5 and pass the Project Management Professional PMP or the  CAPM exam on your first attempt!,Business,Project Management,/commonsensepm/,true,"₹1,280",3.9,4092
Microsoft Excel Essentials: Level 1 Basics - Excel Made Easy,Excel: Master Excel basics easily! The step-by-step guide for complete Excel beginners Excel: 2010 Excel 2013 Excel 2016,Office Productivity,Microsoft,/excel-from-zero-to-hero-level-1-complete-beginners/,true,"₹5,120",4.75,6363
CCIE Routing & Switching Version 5.0 - VPN,The best way to prepare for CCIE Routing and Switching Version 5 certification.,IT & Software,Network & Security,/cciersv5-vpn/,true,"₹6,400",4.5,1358
Javascript Intermediate level 2 - All about functions,Learn to create different types of function in JavaScript,Development,Web Development,/javascript-intermediate-mastering-functions/,true,"₹6,400",4.6,2956
Introduction to Web Development,Are you Interested in Learning Web Development? Enroll in this Free course for a Dynamic Introduction to the Profession!,Development,Web Development,/introduction-to-web-development/,true,"₹1,280",4.25,18388
Ionic 3 - Learn How to Design Ionic Apps,Improve your Ionic Framework knowledge by learning how to design & develop Ionic Mobile Apps.,Development,Mobile Apps,/design-ionic-apps/,true,"₹12,480",4.54762,3098
"Portrait Photography Masterclass, All About Headshots","Your complete guide to pro headshots with simple gear.  You'll discover how to use your gear, edit like a pro, and more",Photography,Digital Photography,/portrait-photography/,true,"₹6,400",4.5375,2909
Cisco CCNP Switch (300-115): The Complete Course,The CCNP Switch is one of three tests needed to pass & become CCNP certified. This course will help you achieve it!,IT & Software,IT Certification,/cisco-ccnp-switch-300-115-the-complete-course/,true,"₹1,280",4.3,1859
Maximum Power Speed Reading,The world's fastest reader's secrets for doubling your reading speed while boosting comprehension,Personal Development,Memory & Study Skills,/maximum-power-speed-reading/,true,"₹6,400",4.5,1664
MySQL Database Development for Beginners,We’ll Introduce the Basic Concepts of RDBMS in general with MySQL Database for Beginners,IT & Software,Other,/mysql-database-development-for-beginners/,true,"₹6,080",4.18182,8641
Ashtanga Yoga: The Traditional Practice,Practicing Ashtanga Yoga as traditionally summarized in the Yoga Sutras of Patanjali,Health & Fitness,Meditation,/ashtanga-yoga/,true,"₹3,520",4.5,7209
React Native: Build Your Own Mobile Apps,Use the Native framework of React JS - React Native - to create the iOS and Android applications of your dreams.,Development,Mobile Apps,/react-native-build-your-own-mobile-apps/,true,"₹1,280",4.4,1194
Psychology and Therapy of Addictions Certificate,"Working with alcohol and drugs addictions, professional substance misuse and rehabilitation helper, recovery & abuse",Business,Home Business,/addictions-psychology/,true,"₹6,720",4.38158,1086
CSS Development (with CSS3!),"Create Flexible, Interesting, and Usable Designs for Desktop &Mobile Websites with CSS tutorial for beginners using CSS3",Development,Web Development,/css-development-with-css3/,true,"₹1,280",4.45,25867
Build Apps with ReactJS: The Complete Course,Learn to create web applications using ReactJS and understand the underlying concepts and frameworks.,Development,Web Development,/build-apps-with-reactjs-the-complete-course/,true,"₹2,560",3.65,1695
SAP SD Advanced Training,Step 2 - Land your dream SAP SD job,IT & Software,Other,/sap-sd-advanced-training/,true,"₹12,800",4.27941,3241
Supercharge R with SparkR - Apply your R chops to Big Data!,"Extend R with Spark and SparkR - Create clusters on AWS, perform distributed modeling, and access HDFS and S3",Development,Programming Languages,/supercharge-r-with-sparkr/,true,"₹1,920",4.2,1378
Arduino Practice Test: Get Certified and Test Your Skills,This Course will help you test skills in Arduino and know where you are and what you need to improve yourself,IT & Software,Hardware,/arduino-practice-test-get-certified-and-test-your-skills/,true,"₹12,800",4.16667,13002
Learn to Speak Vietnamese Like a Native,Quickly learn practical and functional Vietnamese!,Teaching & Academics,Language,/learn-to-speak-vietnamese-like-a-native/,true,"₹12,480",4.39706,1911
ITSM Processes In ServiceNow,Understand the Core ITSM Processes in ServiceNow,IT & Software,Other,/itsm-processes-in-servicenow/,true,"₹2,240",4.2125,1221
"SDN, NFV, Whitebox switching and OpenFlow Intro 2017 Updates","Learn about SDN, OpenFlow, NFV, Whitebox switching, Facebook switches, Cisco SD-WAN, OpenDaylight, Mininet & more!",IT & Software,Network & Security,/sdn-nfv-whitebox-switching-and-openflow-introduction/,true,"₹1,280",4.48611,3706
Learn PHP 7 This Way to Rise Above & Beyond Competition!,"This course is based on php manual! We cover namespaces, operators, types, variables, functions, OOP and many more!",Development,Programming Languages,/learn-php-5-and-7-this-way-to-rise-above-and-beyond-competition/,true,"₹1,920",3.9,11859
The Complete iOS Developer - Create Real Apps in Swift,"Learn iOS Coding with Swift from a pro! Includes, Starter, Bronze, Silver and Gold Editions!",Development,Mobile Apps,/the-complete-ios-11-developer-course/,true,"₹1,280",4.7,1549
Culture | How to Motivate your Team,"Understand how to motivate your team so they want to be there, and want to achieve the goals you set out to achieve",Business,Management,/culture-how-to-motivate-your-team/,true,"₹1,920",3.85,1819
Tech Explorations™ Arduino: Make an IoT environment monitor,A perfect start for the new maker: learn by creating a gadget that posts your environment data to a Web logging service.,IT & Software,Hardware,/beginning-arduino/,true,"₹6,400",4.3,6888
User Experience (UX) Design For Engagement,Learn how to design a user experience (UX) that people want to use.,Design,User Experience,/designing-for-engagement/,true,"₹8,000",3.7,7086
50 Career & Self Development Tips: Welcome to the New You!,Re-Invent Yourself with these 50 Amazing Personal Development Ideas! Life Altering Personal Improvement Strategies : ),Personal Development,Career Development,/50-career-self-development-tips-welcome-to-the-new-you-mba-business/,true,"₹3,200",4.4,3796
Jenkins 2 Introduction for Beginners on Windows,Novice guide to Jenkins 2 Continuous Integration with a step-by-step guide to DevOps on a Windows System,Development,Software Engineering,/jenkins2-windows/,true,"₹1,280",4.11538,5739
Easy Anatomy and Physiology (Platinum Edition),An Easy Guide to Learning the Anatomy and Physiology of the Human Body,Teaching & Academics,Science,/easy-anatomy-and-physiology-platinum-edition/,true,"₹1,920",4.12903,2155
YOUTUBE Pro: Use YouTube Rank #1 on Google OverNight,"YouTube videos, simply optimized will get you Page 1 Google and YouTube search results - taught by Dr YouTube",Marketing,Video & Mobile Marketing,/web-video-means-business-the-playbook/,true,"₹12,800",3.2,9633
Herbalism :: Identify & Harvest Wild Medicinal Plants,Learn to identify and harvest easy to find plants from the wild that are commonly used in herbal medicine.,Health & Fitness,General Health,/herbalism-medicinal-plants/,true,"₹4,160",4.64141,2282
Composition: A photography masterclass,Learn how to  create beautiful compositions of the world around us.  Take your photography to the next level.,Photography,Photography Fundamentals,/mastering-the-art-of-composition-in-photography/,true,"₹2,560",4.47727,2196
Defining a Digital Transformation Roadmap,Learn how to define and implement a phased digital transformation program to establish your company as a digital leader.,Business,Strategy,/defining-a-digital-transformation-roadmap/,true,"₹1,280",3.88889,1349
Paint Realistic Watercolour and Botanicals - MAGNOLIAS,"Washes, glazing, texture, divine elegance and beauty... the Magnolia is a 'MUST PAINT' subject for any botanical artist",Lifestyle,Arts & Crafts,/paint-realistic-watercolour-and-botanicals-magnolias/,true,"₹4,480",4.64286,1718
Create a Website from Scratch using HTML CSS step by step,A beginner guide to using HTML and CSS to create websites learn step by step how to create HTML code and then apply CSS,Development,Web Development,/create-a-website-from-scratch-using-html-css-in-1-hour/,true,"₹4,800",4.19231,30772
Essential Excel for Business Analysts and Consultants,Master the formulas and tricks that will save you time,Business,Data & Analytics,/essential-excel-for-business-analysts-and-consultants/,true,"₹5,760",4.20833,2868
Giving and Receiving Feedback for Management and Leadership,How to Give Powerful and Effective Feedback - A Critical Human Resource Development Skill Required of All Managers,Business,Management,/giving-and-receiving-feedback-a-quick-course/,true,"₹1,920",4.33333,942
Best Software QA Testing Training by H2K Infosys,"QA Software Testing Training Course, Live Project, Quality Center(ALM), JIRA, SQL, UNIX, Resume prep,Interview questions",IT & Software,Other,/best-software-qa-testing-training-by-h2k-infosys/,true,"₹12,800",4.29412,3626
Talend Data Integration Course : Beginner to Expert,Complete Guide to Learn Talend For Data Integration,Development,Databases,/talend-data-integration-course-beginner-to-expert/,true,"₹6,080",4.08824,672
Team Facilitation: The Core Skill of Great Team Leaders,"A guide to the skills of leading teams, communication and decision-making.",Personal Development,Leadership,/team-leadership-facilitation-and-communication-essentials/,true,"₹2,560",4.46552,2006
Fiverr Hacks : Learn 10 selling secrets with 14 skills,Fiverr best seller's skill development training with 10 secrets. Fiverr is one the fastest growing freelancer market.,Design,Design Tools,/fiverr-freelancer/,true,"₹3,200",4.45,10130
CISSP Certification: CISSP Domain 3 & 4 Video Boot Camp 2018,"Take the Domain 3 and 4 CISSP certifications boot camp: Get 7 hours of video, downloadable slides, & practice questions.",IT & Software,IT Certification,/cissp-domain-3-4/,true,"₹12,800",4.40809,2105
"The Blended Path of Yoga, Vedanta, and Tantra","A singular Path of self-awareness leading towards the highest goal of life, Self-Realization or Enlightenment",Personal Development,Religion & Spirituality,/blending-yoga-vedanta-and-tantra/,true,"₹2,880",4.56667,3502
CCNA Cyber Ops 210-250 (SECFND) + Kali Linux Hacking Tools,Learn Cyber Security and prepare for your Cisco CCNA CyberOps certification exam. Kali Linux tutorial included! *2018,IT & Software,Network & Security,/ccna-cyber-ops-secfnd/,true,"₹6,400",4.14062,1389
Control Your Brain Chemistry – Become Confident and Creative,"Increase your levels of dopamine, serotonin, endorphins, and GABA.",Personal Development,Personal Transformation,/control-your-brain-chemistry/,true,"₹12,800",4.1,4033
How to Draw Manga Faces and Hair,Learn to draw Manga and Anime faces like a pro,Lifestyle,Arts & Crafts,/how-to-draw-manga-and-anime-faces-and-hair/,true,"₹4,160",4.5,2838
Cisco - TCP/IP & OSI Network Architecture Models,Learn Cisco Objectives - TCP/IP & OSI Models and understand protocols and the communication process,IT & Software,IT Certification,/cisco-tcpip-osi-network-architecture-models/,true,"₹1,280",4.36458,2827
2D Animation in Moho from Basic to Advanced,Learn to Apply the Principles of Animation to Create an Organic Walk Cycle for Your Characters,Design,3D & Animation,/2d-animation-in-moho-from-basic-to-advanced/,true,"₹3,200",4.5,5405
Simply Good News,Embrace the concept of 'good news' as it was understood in the 1st Century New Testament world in order to live in it!,Teaching & Academics,Humanities,/simply-good-news/,true,"₹3,200",4.7,1573
Learning Maya after knowing 3ds Max : Modeling,Want to learn how to use Maya after you already know 3ds max? Making the switch was never easier.,Design,3D & Animation,/3dsmax-to-maya/,true,"₹3,200",4.28125,1609
